m_bfs_id,m_sd_id,m_ds_id,m_auxiliary_sample_identification,m_bioassay_type_id,m_bioassay_type_other,m_bioassay_name_id,m_bfs_bioassay_name_other,m_adverse_outcome_id,m_bfs_adverse_outcome_other,m_test_organism_id,m_bfs_test_organism_other,m_cell_line_strain_id,m_bfs_cell_line_strain_other,m_endpoint_id,m_bfs_endpoint_other,m_effect_id,m_bfs_effect_other,m_measured_parameter_id,m_bfs_measured_parameter_other,m_bfs_exposure_duration,m_bfs_effect_significantly,m_bfs_maximal_tested_ref,m_bfs_dose_response_relationship,m_main_determinand_id,m_bfs_main_determinand_other,m_bfs_value_determinand,m_effect_equivalent_id,m_bfs_effect_equivalent_other,m_bfs_value_effect_equivalent,m_standard_substance_id,m_bfs_standard_substance_other,m_bfs_limit_of_detection,m_bfs_limit_of_quantification,m_bfs_date_performed_month,m_bfs_date_performed_year,m_bfs_bioassay_performed,m_bfs_guideline,m_bfs_deviation,m_bfs_describe_deviation,m_assay_format_id,m_bfs_assay_format_other,m_solvent_id,m_bfs_solvent_other,m_bfs_max_solvent_concentration,m_bfs_test_medium,m_test_system_id,m_bfs_test_system_other,m_bfs_no_organisms,m_bfs_age_organisms,m_life_stage_id,m_bfs_life_stage_other,m_bfs_no_experiment_repetitions,m_bfs_no_replicates_per_treatment,m_bfs_no_concentration_treatments,m_effect_level_id,m_bfs_effect_level_other,m_bfs_cv_main_determinand,m_bfs_average_cv_resopnse,m_bfs_statistical_assessment,m_bfs_significance_level,m_bfs_statistical_calculation,m_bfs_positive_control_tested,m_positive_control_id,m_bfs_positive_control_other,m_bfs_compliance_guideline_values,m_bfs_compliance_long_term,m_bfs_solvent_control_tested,m_bfs_respective_blank_sample,m_bfs_temperature_test,m_bfs_temperature_compliance,m_bfs_ph_sample_test,m_bfs_ph_sample_adjusted,m_bfs_ph_compliance,m_bfs_do_sample_test,m_bfs_do_compliance,m_bfs_conductivity_sample_test,m_bfs_conductivity_compliance,m_bfs_ammonium_measured,m_bfs_ammonium_compliance,m_bfs_light_intensity,m_bfs_photoperiod,m_bfs_reference_method,m_bfs_reference_paper
191,5,3,13111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
192,7,3,14111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
193,10,3,21111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
194,12,3,22111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
195,14,3,23111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,yes,100,yes,14,"",NR,1,"",0.32,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",3,3,7,1,"",0.085,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
196,16,3,24111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
197,18,3,31111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
198,20,3,32111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
199,22,3,33111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,14,"",NR,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
200,24,3,34111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,yes,100,yes,14,"",NR,1,"",6.4,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",3,3,7,1,"",1.2,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
201,26,3,35111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
202,9,3,40211G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,NA,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,1,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,NA,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
203,28,3,40911G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,NA,13,"",NA,1,"",NA,9,"",0.4,1.2,February,2015,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,1,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,NA,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
204,29,3,48111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,NA,13,"",NA,1,"",NA,9,"",0.4,1.2,February,2015,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,1,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
205,30,3,42211G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,yes,100,yes,14,"",NR,1,"",5.2,9,"",0.4,1.2,February,2015,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",3,3,7,1,"",NR,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
206,31,3,49111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,February,2015,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",3,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
207,30,3,43211G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,NA,13,"",NA,1,"",NA,9,"",0.4,1.2,February,2015,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,1,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
