analysis_id,sample_matrix_id,sample_matrix_other,gene_name,gene_description,gene_family,associated_phenotype,monogenic_phenotype,forward_primer,reverse_primer,dye_probe_based,probe_sequence,plasmid_genome_standards,multi_drug_resistance_phenotype,genetic_marker,genetic_marker_specify,common_bacterial_host,concentration_data_id,concentration_id,concentration_abundance_per_ml,concentration_abundance_per_ng,concentration_abundance,prevalence,sampling_date_day,sampling_date_month,sampling_date_year,sampling_date_hour,sampling_date_minute,method_id,source_id,coordinate_id,remark
444,25,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
445,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,329322912,,,0.00010434068099129945,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
446,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,5979550,,,0.000002519537702028174,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
447,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,20027720,,,0.0000058036243899550755,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
448,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,23994890,,,0.000012487423191487323,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
449,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,4533113,,,0.0000024744101665419294,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
450,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,69547880,,,0.0000311674848489929,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
451,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,377168832,,,0.00012521007738541812,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
452,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,6482452.5,,,0.000002930614755314309,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
453,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,13030080,,,0.000003955082775064511,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
454,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,30709396,,,0.000014005632692715153,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
455,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,2000534.125,,,0.0000008682075645083387,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
456,24,"",blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,61160996,,,0.000024427916287095286,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
457,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,2670890,,,0.0000012835233746955055,1,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
458,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,1,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
459,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,1,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
460,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,1,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
461,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,2365677,,,0.0000010939589856207022,1,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
462,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,1,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
463,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,1,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
464,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,1,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
465,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,8,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
466,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,8,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
467,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,8,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
468,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,8,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
469,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,24,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
470,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,24,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
471,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,24,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
472,27,Mesocosms soil Freshwater Irrigated,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0.00000000999999993922529,24,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
473,27,Mesocosms soil TWW Irrigated for 1 week,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,268898912,,,0.00009167769167106599,8,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
474,27,Mesocosms soil TWW Irrigated for 1 week,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,117804792,,,0.00009674478496890515,8,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
475,27,Mesocosms soil TWW Irrigated for 1 week,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,42683432,,,0.000014971414202591404,8,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
476,27,Mesocosms soil TWW Irrigated for 1 week,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,109989968,,,0.00009036893607117236,8,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
477,27,Mesocosms soil TWW Irrigated for 3 week,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,270998752,,,0.0001577512448420748,24,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
478,27,Mesocosms soil TWW Irrigated for 3 week,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,200862432,,,0.00010067084804177284,24,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
479,27,Mesocosms soil TWW Irrigated for 3 week,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,209755680,,,0.00012161037011537701,24,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
480,27,Mesocosms soil TWW Irrigated for 3 week,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,154171936,,,0.00007741586159681901,24,7,2019,14,0,340,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
481,25,"",blaCTX-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,1,35855508,,,0.000018629287296789698,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
482,25,"",blaCTX-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,1,1431720.5,,,0.0000015545207361356006,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
483,25,"",blaCTX-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,1,14856364,,,0.000021174824723857455,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
484,25,"",blaCTX-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,1,890713.3125,,,0.0000030317858090711525,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
485,25,"",blaCTX-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,1,9758438,,,0.000013572657735494431,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
486,25,"",blaCTX-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,1,6841119.5,,,0.00001493608760938514,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
487,25,"",blaCTX-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,1,4012844.5,,,0.0000019453921140666353,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
488,25,"",blaCTX-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,1,12143398,,,0.000011884383638971485,15,5,2019,13,10,339,337,337,Samples <LOQ are placed as 0 in absolute abundance and 10^-8 in relative abundance. You may need to change that  to <LOQ but the datasheet did not allowed that.
